,experiment,attn,shot_meta,shot,eval_bs,video,miou,step,rel_diff
538,st-meta8-shot2-n16-xdec,st,8,2,16,scooter-black,0.4847453832626343,600,-8.843924150389606
539,st-meta8-shot2-n16-xdec,st,8,2,16,soapbox,0.5578429698944092,100,-5.3393508271660295
540,st-meta8-shot2-n16-xfc,st,8,2,16,blackswan,0.6055164933204651,200,-16.579266432553762
541,st-meta8-shot2-n16-xfc,st,8,2,16,bmx-trees,0.0838982462882995,500,-69.19351732288636
542,st-meta8-shot2-n16-xfc,st,8,2,16,breakdance,0.416476845741272,500,-8.314893058653709
543,st-meta8-shot2-n16-xfc,st,8,2,16,camel,0.5143154859542847,800,-13.339992600219421
544,st-meta8-shot2-n16-xfc,st,8,2,16,car-roundabout,0.7263221740722656,1000,-6.566524115219395
545,st-meta8-shot2-n16-xfc,st,8,2,16,car-shadow,0.6656120419502258,800,-15.694993767972285
546,st-meta8-shot2-n16-xfc,st,8,2,16,cows,0.6305965781211853,900,-10.867005866119563
547,st-meta8-shot2-n16-xfc,st,8,2,16,dance-twirl,0.3851872682571411,200,-18.461372687663115
548,st-meta8-shot2-n16-xfc,st,8,2,16,dog,0.6267026662826538,900,-9.622677351615678
549,st-meta8-shot2-n16-xfc,st,8,2,16,drift-chicane,0.3741905689239502,500,-18.260250025975473
550,st-meta8-shot2-n16-xfc,st,8,2,16,drift-straight,0.2119476199150085,0,-16.82678858293391
551,st-meta8-shot2-n16-xfc,st,8,2,16,goat,0.3021988868713379,700,-52.93983986541871
552,st-meta8-shot2-n16-xfc,st,8,2,16,horsejump-high,0.3494035601615906,700,-34.37108118423205
553,st-meta8-shot2-n16-xfc,st,8,2,16,kite-surf,0.3331149816513061,200,-20.686101857711208
554,st-meta8-shot2-n16-xfc,st,8,2,16,libby,0.1233716607093811,200,-68.39330995776578
555,st-meta8-shot2-n16-xfc,st,8,2,16,motocross-jump,0.4799728393554687,500,122.83165774844673
556,st-meta8-shot2-n16-xfc,st,8,2,16,paragliding-launch,0.4058068990707397,700,-18.16512151469368
557,st-meta8-shot2-n16-xfc,st,8,2,16,scooter-black,0.3880162239074707,300,-27.033784005684115
558,st-meta8-shot2-n16-xfc,st,8,2,16,parkour,0.2264009714126587,100,-29.674734505958632
559,st-meta8-shot2-n16-xfc,st,8,2,16,soapbox,0.4995683431625366,100,-15.228001028830828
560,ts-meta8-shot2-n8-xtime,ts,8,2,8,blackswan,0.7031399607658386,700,-3.1298866757240686
561,ts-meta8-shot2-n8-xtime,ts,8,2,8,bmx-trees,0.1567751169204712,400,-42.4339585476352
562,ts-meta8-shot2-n8-xtime,ts,8,2,8,breakdance,0.3747689723968506,200,-17.496653982416994
563,ts-meta8-shot2-n8-xtime,ts,8,2,8,camel,0.5696860551834106,900,-4.010283364995985
564,ts-meta8-shot2-n8-xtime,ts,8,2,8,car-roundabout,0.7498562335968018,300,-3.5391224172533895
565,ts-meta8-shot2-n8-xtime,ts,8,2,8,car-shadow,0.7046900391578674,400,-10.745457716201535
566,ts-meta8-shot2-n8-xtime,ts,8,2,8,cows,0.709279477596283,300,0.25459336336881805
567,ts-meta8-shot2-n8-xtime,ts,8,2,8,dance-twirl,0.3688580989837646,100,-21.918023925712507
568,ts-meta8-shot2-n8-xtime,ts,8,2,8,dog,0.6774088740348816,900,-2.310292157083535
569,ts-meta8-shot2-n8-xtime,ts,8,2,8,drift-chicane,0.3724508881568908,200,-18.640273155214075
570,ts-meta8-shot2-n8-xtime,ts,8,2,8,drift-straight,0.1042282581329345,0,-59.098389721010356
571,ts-meta8-shot2-n8-xtime,ts,8,2,8,goat,0.5363129377365112,100,-16.482244546210016
572,ts-meta8-shot2-n8-xtime,ts,8,2,8,horsejump-high,0.3045271635055542,600,-42.800272322184775
573,ts-meta8-shot2-n8-xtime,ts,8,2,8,kite-surf,0.4045423865318298,600,-3.679403788538179
574,ts-meta8-shot2-n8-xtime,ts,8,2,8,libby,0.2678055167198181,100,-31.390678297645426
575,ts-meta8-shot2-n8-xtime,ts,8,2,8,motocross-jump,0.3535332679748535,300,64.13096265582445
576,ts-meta8-shot2-n8-xtime,ts,8,2,8,paragliding-launch,0.4899941086769104,1000,-1.1879580314848002
577,ts-meta8-shot2-n8-xtime,ts,8,2,8,parkour,0.1676864624023437,100,-47.912789796704686
578,ts-meta8-shot2-n8-xtime,ts,8,2,8,scooter-black,0.5106943249702454,300,-3.964241372194805
579,ts-meta8-shot2-n8-xtime,ts,8,2,8,soapbox,0.354129433631897,100,-39.907601443559294
580,ts-meta8-shot1-n8-xtime,ts,8,1,8,blackswan,0.6232092976570129,100,-8.670629038459825
581,ts-meta8-shot1-n8-xtime,ts,8,1,8,bmx-trees,0.1451936364173889,100,-46.12443236959652
582,ts-meta8-shot1-n8-xtime,ts,8,1,8,breakdance,0.342366099357605,200,-11.698905404323071
583,ts-meta8-shot1-n8-xtime,ts,8,1,8,camel,0.1271477937698364,0,-76.86876091128919
584,ts-meta8-shot1-n8-xtime,ts,8,1,8,car-roundabout,0.6529625058174133,200,-8.489714703144168
585,ts-meta8-shot1-n8-xtime,ts,8,1,8,car-shadow,0.6528588533401489,400,0.24076480990031343
586,ts-meta8-shot1-n8-xtime,ts,8,1,8,dance-twirl,0.1048591136932373,100,-58.721564299081905
587,ts-meta8-shot1-n8-xtime,ts,8,1,8,cows,0.6752637028694153,600,-3.9794995477841426
588,ts-meta8-shot1-n8-xtime,ts,8,1,8,dog,0.549167811870575,200,-16.288515339991843
589,ts-meta8-shot1-n8-xtime,ts,8,1,8,drift-chicane,0.0185176730155944,0,-44.808332533904846
590,ts-meta8-shot1-n8-xtime,ts,8,1,8,drift-straight,0.1036837100982666,0,-50.619946030432104
591,ts-meta8-shot1-n8-xtime,ts,8,1,8,goat,0.3147453069686889,100,-34.46609141003238
592,ts-meta8-shot1-n8-xtime,ts,8,1,8,horsejump-high,0.3024955987930298,200,-45.3991184733287
593,ts-meta8-shot1-n8-xtime,ts,8,1,8,kite-surf,0.3990863561630249,100,-4.935826026756596
594,ts-meta8-shot1-n8-xtime,ts,8,1,8,motocross-jump,0.222273051738739,0,7.358430597611763
595,ts-meta8-shot1-n8-xtime,ts,8,1,8,libby,0.1763911247253418,200,-53.138002697055086
596,ts-meta8-shot1-n8-xtime,ts,8,1,8,paragliding-launch,0.4729894399642944,1000,-1.859360680898218
597,ts-meta8-shot1-n8-xtime,ts,8,1,8,parkour,0.0929582118988037,0,-15.844899232201612
598,ts-meta8-shot1-n8-xtime,ts,8,1,8,scooter-black,0.0974133610725402,0,101.67763908855878
599,ts-meta8-shot1-n8-xtime,ts,8,1,8,soapbox,0.1304956674575805,0,122.16208208013192
